Field,Career,Skills,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Physics,Risk Analyst,"Time Management, Communication, SQL",4.738447243509663,5,2,4,0,4,1,0,2,3,3,1,3,1,0
Law,Biochemist,"Problem Solving, Research, Team Leadership",4.668327046159529,2,0,2,0,8,1,4,3,4,0,3,4,0,0
Finance,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",2.8907330590900697,1,2,0,1,5,0,4,4,3,2,2,4,4,0
Architecture,Legal Analyst,"Python, Research, Data Analysis",4.181146331924776,4,1,2,1,1,1,1,3,2,3,2,4,3,1
Medicine,Civil Engineer,"Data Analysis, Communication, Team Leadership",2.7788353224114584,3,0,1,1,8,1,0,1,1,2,3,0,2,1
Education,Geneticist,"Time Management, Data Analysis, Research",3.7478446735368864,8,0,1,0,6,1,2,0,3,2,4,0,4,0
Education,Manager,"Leadership, Project Management, Strategic Planning",4.703454724004015,8,0,3,1,3,1,0,4,1,4,0,0,4,1
Engineering,Advertising Manager,"Creativity, SQL, Research",3.587360794318797,3,1,1,0,3,0,4,1,1,2,4,4,3,1
Law,Chemical Engineer,"Creativity, Data Analysis, Communication",3.125604034324163,3,2,1,1,0,1,4,4,4,2,4,3,0,0
Computer Science,Sound Engineer,"Team Leadership, SQL, Creativity",4.20346156527688,7,1,3,0,7,1,2,3,1,1,2,3,0,0
Biology,Credit Analyst,"Critical Thinking, Data Analysis, Research",4.050705676954926,6,2,2,1,6,1,3,4,0,1,0,4,0,1
Psychology,Brand Manager,"Problem Solving, Python, Team Leadership",4.411934498793247,9,2,4,0,7,0,4,2,4,3,3,3,3,1
Medicine,Teacher,"Critical Thinking, Problem Solving, Data Analysis",3.2616513873191497,5,2,2,0,8,1,3,4,0,0,4,3,1,0
Art,Acoustics Specialist,"Critical Thinking, Creativity, Communication",2.850100871049182,8,0,2,0,8,1,2,3,0,1,4,3,2,1
Music,Acoustics Specialist,"Problem Solving, Research, Communication",4.3292589350516675,1,2,1,1,5,0,0,2,4,2,4,1,2,1
Biology,Quantum Physicist,"Data Analysis, Team Leadership, Critical Thinking",4.2551413838908285,3,0,0,1,9,0,0,3,0,3,3,2,0,1
Business,Music Teacher,"Problem Solving, Team Leadership, Research",3.868288782433178,4,2,3,0,8,0,2,3,4,2,2,1,1,1
Medicine,Lawyer,"SQL, Team Leadership, Time Management",3.266538240940534,8,0,3,0,0,1,4,2,4,4,1,1,2,0
Biology,Advertising Manager,"Time Management, Python, Communication",4.991145418478679,5,1,2,1,7,1,1,2,4,4,0,4,0,0
Law,Aerospace Engineer,"Problem Solving, Team Leadership, Python",4.4654199755718835,8,2,2,0,2,1,3,1,2,0,1,3,1,0
Biology,Mechanical Engineer,"Critical Thinking, Python, Communication",4.431485172025243,5,2,0,1,5,1,3,2,0,2,3,0,4,0
Music,Nurse,"SQL, Communication, Data Analysis",4.625849303720974,0,1,1,0,8,0,4,1,3,4,0,1,4,1
Finance,Advertising Manager,"Creativity, Problem Solving, SQL",4.008209051718943,3,0,0,1,7,1,2,1,3,0,0,0,2,0
Computer Science,Financial Analyst,"SQL, Research, Creativity",4.6309260562994865,8,2,2,1,1,0,1,2,2,2,1,1,2,0
Biology,Inorganic Chemist,"Data Analysis, Communication, Research",4.10867958228191,5,2,2,0,4,1,4,1,3,4,2,4,3,0
Medicine,Special Education Teacher,"Creativity, Python, Research",2.6309330908387456,0,0,1,1,1,1,2,1,2,0,0,4,4,0
Chemistry,Interior Designer,"Data Analysis, Research, Time Management",3.6525587072713157,3,2,0,1,2,0,1,3,0,3,0,4,3,0
Music,Teacher,"Communication, Critical Thinking, Problem Solving",2.7983246056163242,7,2,1,0,2,1,0,3,1,2,1,2,3,0
Business,Fluid Mechanics Engineer,"Research, Data Analysis, Team Leadership",3.834980909106675,6,1,4,0,0,0,1,4,4,3,4,1,2,0
Marketing,Artist,"Data Analysis, Time Management, Creativity",4.716951938231046,6,2,0,1,0,0,2,2,1,3,4,4,2,0
Architecture,Teacher,"Communication, Creativity, Research",4.898186716205212,4,1,2,0,1,1,3,4,2,2,2,3,1,1
Finance,Principal,"Time Management, Problem Solving, Research",4.160724083330697,3,0,3,1,8,1,4,0,2,3,3,4,1,0
Medicine,Teacher,"Data Analysis, SQL, Problem Solving",3.972879632011275,1,0,4,1,0,0,2,1,2,4,4,3,2,1
Education,Financial Advisor,"Team Leadership, Python, Time Management",4.65730735015493,6,2,1,1,1,1,3,1,0,0,3,1,3,0
Law,Nurse,"Data Analysis, Python, SQL",3.0595783475027627,3,1,3,1,9,1,2,1,3,3,2,4,4,1
Education,Illustrator,"Problem Solving, Creativity, Data Analysis",2.817958136929298,3,0,4,1,6,1,0,4,3,4,1,3,2,0
Finance,Marketing Specialist,"Python, Creativity, SQL",4.1726064815789545,4,1,0,0,2,1,1,4,4,2,2,4,4,0
Biology,Accountant,"Research, Team Leadership, SQL",3.079459469292483,9,0,2,1,8,0,2,0,0,3,0,4,0,0
Marketing,Marketing Specialist,"Creativity, SQL, Python",4.486900033314599,1,0,4,1,0,1,4,2,4,1,1,2,2,0
Education,Physical Chemist,"Problem Solving, Team Leadership, Creativity",3.6174336709955552,6,1,4,1,4,1,4,4,4,4,0,4,0,0
Psychology,Human Resources Specialist,"Research, Communication, Problem Solving",3.926889204981678,2,1,4,0,2,1,0,2,2,4,3,1,4,1
Business,Organic Chemist,"Team Leadership, Python, SQL",2.8953839187410795,5,0,3,1,7,1,2,2,3,2,3,2,0,1
Art,Curriculum Developer,"Time Management, Team Leadership, Research",4.164288462463572,1,0,3,0,3,0,0,2,1,0,2,1,0,1
Music,Financial Analyst,"SQL, Creativity, Critical Thinking",4.951268699389723,8,2,0,0,9,1,1,4,3,0,2,2,1,0
Art,Aerospace Engineer,"Critical Thinking, Research, Python",4.515997212203385,3,1,2,1,8,0,0,1,1,4,2,1,3,0
Psychology,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",2.9068423828452277,7,1,4,0,4,0,4,2,3,0,3,4,2,1
Medicine,Social Media Manager,"Critical Thinking, Python, Team Leadership",2.6044188309164533,8,1,2,1,6,0,2,3,4,1,3,2,1,0
Physics,Advertising Manager,"Team Leadership, Data Analysis, Creativity",4.651834849957352,1,1,1,0,9,1,3,0,0,1,0,4,0,0
Art,Electrical Engineer,"Creativity, SQL, Communication",4.580640837376311,4,2,0,0,9,1,1,1,4,3,1,1,1,0
Engineering,School Counselor,"Critical Thinking, Communication, Creativity",4.3459874005410315,6,2,2,1,4,0,1,4,2,3,3,1,1,0
Psychology,Financial Advisor,"Team Leadership, Time Management, SQL",4.259691896657534,0,0,0,0,7,1,1,0,3,2,3,0,4,1
Finance,School Psychologist,"SQL, Creativity, Communication",4.352835427280627,7,2,0,0,9,1,4,2,0,4,0,3,3,1
Law,Landscape Architect,"Creativity, Team Leadership, Data Analysis",2.55565746072483,0,2,3,0,4,0,3,4,1,2,2,1,2,0
Law,Cybersecurity Analyst,"Communication, Python, Creativity",4.663175859286654,8,1,0,0,8,0,4,2,4,1,4,1,3,1
Chemistry,Art Therapist,"Python, Team Leadership, Data Analysis",3.091994905369644,2,1,3,0,2,0,4,2,4,2,0,3,4,1
Medicine,Biomedical Engineer,"Problem Solving, Communication, Creativity",3.33235887561504,8,2,4,0,1,0,0,4,4,3,4,2,2,0
Computer Science,Judge,"SQL, Python, Data Analysis",3.1151013588551897,4,1,2,0,3,1,3,0,0,3,3,2,4,0
Chemistry,Astronomer,"SQL, Problem Solving, Time Management",3.1381342157742393,1,2,2,1,7,1,1,1,3,3,0,2,4,0
Chemistry,Principal,"SQL, Problem Solving, Time Management",2.9791388560004854,8,2,1,1,0,0,4,2,4,1,4,0,0,1
Chemistry,Data Scientist,"Team Leadership, Research, Python",4.700345884900015,0,2,1,0,2,1,3,0,1,2,3,4,4,1
Art,Biotechnologist,"Data Analysis, Python, Problem Solving",2.9439443649437913,9,2,3,1,0,0,1,0,3,3,3,0,2,0
Psychology,Psychologist,"Time Management, Data Analysis, Communication",4.398898563837819,5,0,4,0,9,0,4,2,0,1,3,3,0,1
Physics,Civil Engineer,"Communication, Time Management, SQL",4.955992807964004,6,1,1,1,3,0,2,4,2,0,2,3,3,0
Biology,Graphic Designer,"Communication, Time Management, Critical Thinking",3.1793598459799126,6,2,4,1,1,1,0,4,3,4,1,4,2,0
Art,Legal Analyst,"Problem Solving, Critical Thinking, Data Analysis",3.4231655862225674,7,0,3,0,1,1,3,1,2,3,2,3,3,0
Business,Digital Marketing Specialist,"Python, Team Leadership, Data Analysis",2.8091853067030534,2,0,0,1,6,0,2,3,3,1,4,4,4,0
Psychology,Legal Secretary,"Time Management, Research, SQL",4.198432165187918,8,0,4,0,3,0,0,2,1,2,3,0,1,0
Education,Quantum Physicist,"Critical Thinking, Communication, Python",3.042545352225704,5,1,1,1,6,1,0,1,1,4,4,2,4,1
Marketing,Surgeon,"Time Management, SQL, Data Analysis",3.150103588707886,1,1,3,0,9,1,3,1,1,0,0,4,0,0
Chemistry,Chemical Engineer,"Communication, Research, Critical Thinking",4.593931751349638,6,1,4,1,2,1,4,3,4,4,3,4,2,1
Art,Game Developer,"Python, Data Analysis, Problem Solving",3.097782299256246,6,2,1,0,1,0,2,0,1,3,0,4,2,1
Business,Clinical Psychologist,"SQL, Critical Thinking, Data Analysis",3.481745251179499,6,1,2,1,1,0,2,4,4,0,2,2,3,1
Marketing,AI Researcher,"SQL, Research, Data Analysis",3.353117308058557,4,0,0,1,7,1,3,4,0,4,3,0,0,1
Education,Legal Secretary,"Data Analysis, SQL, Python",4.638088856438534,9,2,1,1,7,1,4,4,3,0,2,3,0,1
Medicine,Financial Advisor,"Time Management, Data Analysis, Communication",3.2955815174574354,6,1,0,0,4,1,2,3,1,0,2,2,4,1
Engineering,AI Researcher,"Problem Solving, Critical Thinking, Team Leadership",4.13503794626819,6,0,2,0,0,1,2,0,1,4,4,1,2,1
Biology,Fluid Mechanics Engineer,"Communication, Critical Thinking, Time Management",3.0865645587822517,4,0,3,0,6,0,1,1,2,3,4,1,3,1
Physics,Advertising Manager,"Time Management, Research, Python",4.611991759018725,0,0,3,0,0,1,4,3,4,0,2,3,2,1
Medicine,Surgeon,"Critical Thinking, Research, Creativity",3.608781067481261,1,0,3,0,7,0,4,3,0,1,4,0,4,0
Law,Illustrator,"Research, SQL, Problem Solving",3.702283812456078,5,0,1,0,5,1,2,4,2,3,4,3,0,0
Biology,Actuary,"Critical Thinking, Team Leadership, SQL",4.142804960514647,8,2,2,1,3,1,0,0,3,2,1,4,1,1
Engineering,Forensic Psychologist,"Critical Thinking, Data Analysis, Time Management",3.1789548549240907,4,0,0,0,1,1,3,0,1,3,1,3,1,1
Biology,Graphic Designer,"Data Analysis, Team Leadership, Critical Thinking",4.526727421449568,6,1,2,0,3,0,3,4,0,2,1,3,2,0
Computer Science,Financial Analyst,"Critical Thinking, Research, Data Analysis",2.833409539522841,2,1,1,1,6,1,4,2,1,2,0,4,0,1
Engineering,Zoologist,"SQL, Research, Communication",3.4583298304295242,4,1,2,1,2,1,4,2,1,1,1,1,0,1
Chemistry,Forensic Psychologist,"Communication, Data Analysis, Time Management",4.57974215882226,4,2,4,1,6,1,1,0,3,3,4,3,3,1
Music,Advertising Manager,"Communication, Data Analysis, SQL",2.6302305452919708,6,1,0,1,8,1,0,2,2,3,0,0,0,1
Biology,Principal,"Team Leadership, Data Analysis, Problem Solving",3.9062275198716363,8,0,0,0,2,1,2,3,2,1,3,4,1,1
Chemistry,Electrical Engineer,"Problem Solving, Communication, Research",4.45509659655362,8,0,2,0,2,0,0,3,2,1,2,4,0,1
Finance,Human Resources Specialist,"Python, Data Analysis, Creativity",4.167067827464544,7,0,3,1,1,0,1,3,0,3,0,4,4,0
Computer Science,Physician Assistant,"Python, Creativity, Communication",3.7072808898036183,4,0,1,0,8,1,1,2,1,3,4,1,4,0
Medicine,Marketing Specialist,"Time Management, Communication, Team Leadership",4.242331841841257,1,0,1,0,3,1,2,2,1,2,0,0,4,0
Finance,Architectural Technologist,"Time Management, Creativity, Problem Solving",2.872303785803789,1,1,3,1,9,0,4,4,1,1,4,0,0,1
Computer Science,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",2.875489021490888,5,0,3,1,3,1,4,2,4,0,0,1,2,1
Chemistry,Biologist,"SQL, Communication, Problem Solving",3.628861613443145,4,2,4,0,7,1,1,2,3,3,3,1,4,0
Law,Surgeon,"Data Analysis, Team Leadership, Communication",3.8364762695296886,5,1,1,1,5,1,3,3,3,3,2,2,2,0
Psychology,Brand Manager,"Time Management, SQL, Python",4.784256073444613,7,2,0,1,6,0,0,0,0,0,0,2,1,1
Architecture,Legal Consultant,"Team Leadership, Python, SQL",3.473202689679896,5,2,3,1,2,0,4,4,3,4,1,2,3,0
Physics,Animator,"Research, Python, Time Management",3.552043577299158,4,0,0,0,4,1,1,0,0,3,4,1,3,0
Marketing,Artist,"Research, Team Leadership, Problem Solving",3.1945883188332846,4,2,1,1,0,1,0,2,0,0,0,0,4,0
Biology,Teacher,"Team Leadership, Python, SQL",3.3974155080032076,2,0,1,1,6,1,1,0,3,4,0,4,4,1
Music,Lawyer,"Creativity, Research, Time Management",4.189948884236825,9,1,3,0,8,0,3,4,4,4,1,2,4,0
Psychology,Civil Engineer,"Time Management, Python, Data Analysis",3.430427496410908,7,1,0,0,0,0,2,2,1,4,2,2,1,1
Biology,Construction Manager,"Communication, Critical Thinking, Problem Solving",4.028674977067648,0,1,0,1,4,1,2,1,4,0,1,1,4,1
Computer Science,Architect,"Research, Critical Thinking, SQL",4.1217569716624,1,0,4,0,8,0,2,1,0,1,1,1,2,1
Business,Sound Engineer,"Research, Time Management, Problem Solving",2.7918241641346695,8,2,2,1,0,1,4,2,3,4,4,3,2,0
Biology,Industrial-Organizational Psychologist,"Problem Solving, Data Analysis, Critical Thinking",4.2361452035970295,2,1,1,0,6,1,3,2,3,3,4,3,1,1
Law,Artist,"SQL, Time Management, Critical Thinking",3.163312865874347,8,2,3,0,4,0,3,1,2,4,4,0,1,0
Architecture,Biochemist,"Creativity, Critical Thinking, Data Analysis",2.984792558853759,6,2,1,0,8,1,1,3,4,0,4,2,0,0
Art,Quantum Physicist,"Communication, Problem Solving, SQL",4.965997373748745,7,1,2,0,0,1,3,0,3,1,0,2,3,0
Biology,Financial Analyst,"SQL, Team Leadership, Research",3.2343602998872445,4,2,1,1,1,0,3,4,3,0,4,2,0,0
Finance,Aerospace Engineer,"Research, Python, Data Analysis",3.0526079662204646,7,2,1,0,8,1,2,3,0,3,0,4,0,0
Finance,Analytical Chemist,"Problem Solving, Creativity, Communication",2.6513727520738204,0,1,4,1,8,0,4,2,4,1,2,2,3,1
Law,Special Education Teacher,"SQL, Data Analysis, Problem Solving",3.5616587379612907,9,2,2,1,8,1,4,0,0,0,4,2,2,1
Architecture,Financial Analyst,"Data Analysis, Communication, Critical Thinking",3.1570178353582445,3,0,2,1,1,1,4,2,3,2,2,3,0,1
Medicine,Chemical Engineer,"Time Management, Critical Thinking, Communication",3.5429377125706645,1,2,2,1,6,0,2,1,3,3,4,3,3,1
Marketing,Architectural Technologist,"SQL, Research, Python",4.488364759861513,2,0,1,0,3,1,0,2,0,2,3,2,4,0
Chemistry,Surgeon,"Critical Thinking, Creativity, Time Management",3.3325605850966813,0,1,1,1,4,0,1,3,4,3,3,4,0,0
Marketing,Art Therapist,"Time Management, SQL, Creativity",4.081783645909969,7,2,3,1,6,0,0,1,1,2,4,4,2,0
Education,Music Teacher,"Time Management, Python, Problem Solving",3.6571810874409687,4,2,2,0,8,0,4,1,3,1,2,4,4,1
Medicine,Counselor,"Problem Solving, Research, Critical Thinking",2.9701337600899334,2,0,1,1,2,0,2,2,1,0,0,2,0,1
Art,Music Therapist,"Python, Communication, Data Analysis",3.7857450900935805,2,1,4,0,7,0,4,4,1,4,0,0,2,0
Art,Astronomer,"Critical Thinking, Research, Communication",3.8350834002502503,2,0,3,0,9,0,2,2,4,0,3,4,1,1
Finance,School Psychologist,"Data Analysis, Problem Solving, Critical Thinking",3.7769390103894613,9,2,3,1,7,1,0,4,4,1,0,3,3,0
Marketing,Dentist,"Critical Thinking, Problem Solving, Communication",4.455013829125546,2,0,0,0,7,0,4,4,3,3,2,0,1,0
Education,Cybersecurity Analyst,"Python, Creativity, Communication",4.895015349024119,9,1,1,1,1,1,0,0,2,2,1,1,2,1
Biology,Civil Engineer,"SQL, Research, Problem Solving",2.7895921855687114,2,1,1,1,8,1,3,0,2,2,2,1,0,0
Computer Science,Judge,"Critical Thinking, Team Leadership, Creativity",4.9244302351510925,7,1,0,1,1,1,4,3,2,3,4,0,4,0
Engineering,Acoustics Specialist,"Research, Python, Problem Solving",4.850058869606623,5,0,1,0,1,0,3,4,3,2,4,1,1,1
Finance,Music Teacher,"Critical Thinking, Research, Python",4.19395392950903,6,1,4,1,3,0,1,0,1,1,4,3,3,1
Psychology,Market Research Analyst,"SQL, Creativity, Communication",3.4179952255901993,2,2,1,0,6,0,2,4,3,4,3,4,3,0
Medicine,Credit Analyst,"Python, SQL, Time Management",4.556321619347527,4,1,2,0,4,1,1,3,3,4,1,4,1,1
Finance,Social Media Manager,"Communication, Data Analysis, Python",4.6155039189897,3,2,3,0,0,0,4,2,1,2,3,1,0,0
Art,Aerospace Engineer,"Communication, Team Leadership, SQL",4.3399875162742365,9,2,0,1,8,0,3,3,2,4,0,2,2,1
Computer Science,Clinical Psychologist,"Time Management, Problem Solving, Data Analysis",2.9756595823162195,3,2,1,0,6,1,4,0,0,0,1,3,1,0
Music,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",4.620174962429094,5,1,4,0,5,0,4,2,2,4,0,4,0,0
Education,Graphic Designer,"Problem Solving, Research, Data Analysis",3.3216876558717177,2,2,2,0,1,1,1,3,1,1,1,3,4,1
Computer Science,Construction Manager,"Time Management, Team Leadership, Python",4.099808066213616,2,2,3,1,6,0,2,4,4,3,4,2,1,1
Architecture,Game Developer,"SQL, Communication, Creativity",2.9065140660169515,1,1,1,1,7,1,0,4,4,0,2,1,2,0
Business,Music Teacher,"Python, Critical Thinking, Team Leadership",2.8071475694364025,7,0,3,1,7,0,1,3,1,1,2,0,1,0
Engineering,Clinical Psychologist,"SQL, Time Management, Critical Thinking",3.94020707912061,6,0,4,0,6,1,3,3,1,0,1,3,2,1
Law,Nuclear Physicist,"Research, SQL, Time Management",3.4173088153767788,0,1,2,1,0,1,0,2,2,3,0,4,4,1
Architecture,Judge,"Research, SQL, Problem Solving",3.2642480881225384,8,0,3,0,1,0,1,2,4,2,4,3,4,1
Biology,Judge,"Team Leadership, Problem Solving, Creativity",4.73130610120689,3,1,2,1,9,0,1,1,4,3,3,3,1,1
Business,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",3.47806375943829,1,0,1,0,8,0,4,2,0,0,2,4,3,0
Computer Science,Legal Secretary,"Time Management, Critical Thinking, SQL",4.393055231437546,9,1,1,0,3,0,1,3,2,1,1,0,4,1
Psychology,Fluid Mechanics Engineer,"Research, Communication, Problem Solving",3.379806291204417,5,1,0,0,4,1,3,1,4,1,0,0,1,1
Physics,Marketing Manager,"Data Analysis, SQL, Critical Thinking",4.706698356227317,1,0,0,1,5,1,3,4,3,0,4,0,1,0
Biology,Landscape Architect,"Critical Thinking, Creativity, Communication",3.0346524807043798,7,2,1,0,7,1,0,0,1,3,1,3,4,1
Medicine,Game Developer,"Python, Team Leadership, Communication",3.0352022386893798,4,0,1,1,9,0,4,0,4,0,4,4,2,1
Marketing,School Psychologist,"Critical Thinking, Problem Solving, Time Management",3.8891226876593805,9,0,2,1,3,1,1,3,3,1,2,4,0,1
Architecture,Counselor,"Critical Thinking, Python, Team Leadership",3.540502869453479,1,0,0,0,3,0,1,3,4,2,2,1,4,0
Psychology,Music Therapist,"Communication, Research, Team Leadership",4.4055254090013145,5,0,2,0,3,0,4,1,3,2,3,3,1,0
Education,Human Resources Specialist,"Research, SQL, Communication",3.8866809115217658,9,1,3,1,4,1,3,0,1,2,4,1,3,0
Architecture,Financial Controller,"Communication, Data Analysis, SQL",3.684050513285868,1,0,3,1,5,0,0,0,2,3,4,1,1,1
Computer Science,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",3.5174559868109245,9,1,1,1,0,0,2,3,2,2,1,3,3,1
Physics,Cybersecurity Analyst,"Time Management, Research, Communication",4.323727224104063,1,1,4,0,8,1,4,0,3,1,4,0,4,0
Music,Animator,"SQL, Critical Thinking, Research",4.619109644588507,7,0,4,0,2,0,3,0,1,2,0,0,0,1
Medicine,Astronomer,"Problem Solving, Communication, SQL",4.34869899064042,1,2,2,1,5,1,0,1,4,3,3,3,2,1
Medicine,Organic Chemist,"Research, Creativity, Data Analysis",2.578588311773689,5,1,1,1,2,0,2,4,1,4,0,3,2,0
Medicine,Counselor,"Time Management, Problem Solving, Data Analysis",2.631846218330509,4,1,0,0,3,1,1,2,1,2,3,4,3,1
Physics,Investment Banker,"SQL, Communication, Team Leadership",2.7532678806778224,3,1,0,0,7,0,3,4,3,0,1,2,2,0
Business,Psychologist,"Python, Problem Solving, Communication",3.2457756329967222,9,1,1,0,7,0,1,0,3,0,1,3,3,1
Art,Forensic Psychologist,"Team Leadership, Data Analysis, Time Management",3.829528629023195,0,1,4,1,5,0,4,3,3,3,4,3,2,1
Education,Architectural Technologist,"Communication, Research, Python",3.9099143309760995,7,2,1,0,8,1,3,4,4,3,4,2,2,1
Architecture,Lawyer,"SQL, Python, Time Management",3.421203794701465,3,1,1,1,4,1,3,4,2,1,3,1,1,1
Law,Chemical Engineer,"SQL, Data Analysis, Problem Solving",3.254108560957391,1,1,1,1,3,0,1,0,1,0,1,3,1,1
Art,Civil Engineer,"Python, Time Management, Communication",3.2894735242259845,2,1,0,0,8,1,3,4,1,1,1,0,3,0
Chemistry,Marketing Specialist,"SQL, Critical Thinking, Problem Solving",3.5007511696253855,6,1,4,0,3,1,2,2,4,3,2,1,3,0
Psychology,Biomedical Engineer,"Time Management, Python, Critical Thinking",3.6896469840770765,5,0,2,0,0,0,0,3,2,1,3,2,4,1
Music,Special Education Teacher,"Critical Thinking, Team Leadership, Problem Solving",3.798188916403257,1,1,2,0,8,0,3,3,3,2,1,2,4,1
Psychology,Artist,"SQL, Data Analysis, Critical Thinking",2.7714057760697175,0,2,4,1,8,0,4,4,2,1,4,3,4,0
Computer Science,Chemical Engineer,"Creativity, Data Analysis, Time Management",4.720061843327651,2,1,2,0,6,0,2,0,1,2,2,0,0,1
Engineering,Advertising Manager,"Data Analysis, Communication, Time Management",3.2928586739546173,0,0,3,1,9,1,3,2,4,3,0,2,3,0
Marketing,Geneticist,"Team Leadership, Time Management, Communication",4.288873473332503,3,1,2,0,7,1,4,3,3,4,2,4,4,1
Art,Judge,"Time Management, Creativity, SQL",3.741087110594634,0,0,0,1,8,0,0,0,1,2,4,3,4,0
Music,Web Developer,"Data Analysis, Critical Thinking, Communication",4.297556312630254,6,0,4,1,4,0,0,4,4,2,1,0,4,0
Finance,Nuclear Physicist,"Data Analysis, Communication, Critical Thinking",3.9135035784923304,7,2,2,0,5,1,4,0,4,0,4,2,2,1
Marketing,Data Scientist,"Time Management, SQL, Python",4.791975564343153,2,1,4,0,2,1,3,1,2,3,1,4,0,1
Art,Biomedical Engineer,"SQL, Problem Solving, Team Leadership",3.930942583396668,9,0,1,1,5,0,2,0,3,4,1,1,2,0
Computer Science,Construction Manager,"Python, Team Leadership, Time Management",2.9594772773925255,1,0,4,0,6,1,2,4,1,1,0,3,3,0
